sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,n_leaves,date_collected,notes,,,,
1542,757,mica,5,3,1.1,0.4,0.00251,,,,1,25-Apr-17,,,,,
1543,757,homu,1,1,3.2,0.5,0.01675,,0.00446,,1,25-Apr-17,,,,,
1544,757,homu,1,2,3,0.5,0.01652,,0.00449,,1,25-Apr-17,,,,,
1545,757,homu,1,3,4.2,0.4,0.01902,,0.00489,,1,25-Apr-17,,,,,
1546,757,homu,2,1,4.4,0.5,0.02661,,0.00695,,1,25-Apr-17,,,,,
1547,757,homu,2,2,4.7,0.5,0.02881,,0.00774,,1,25-Apr-17,,,,,
1548,757,homu,2,3,4,0.4,0.02181,,0.00606,,1,25-Apr-17,��_��__?��_��__,,,,
1549,757,homu,3,1,3.8,0.4,0.01548,,0.00389,,1,25-Apr-17,,,,,
1550,757,homu,3,2,2.6,0.5,0.01432,,0.0037,,1,25-Apr-17,,,,,
1551,757,homu,3,3,2.6,0.4,0.0116,,0.00313,,1,25-Apr-17,,,,,
1552,757,homu,4,1,4.6,0.5,0.03102,,0.00796,,1,25-Apr-17,,,,,
1553,757,homu,4,2,3.7,0.4,0.01825,,0.00476,,1,25-Apr-17,,,,,
1554,757,homu,4,3,3.2,0.4,0.01567,,0.00412,,1,25-Apr-17,,,,,
1555,757,homu,5,1,3,0.4,0.01503,,0.00412,,1,25-Apr-17,,,,,
1556,757,homu,5,2,3.1,0.4,0.01506,,0.00432,,1,25-Apr-17,,,,,
1557,757,homu,5,3,3.6,0.4,0.01158,,0.00341,,1,25-Apr-17,,,,,
1558,757,aghe,1,1,8.2,1.8,0.01591,,,,1,25-Apr-17,,,,,
1559,757,aghe,1,2,8.1,1.3,0.05641,,,,1,25-Apr-17,,,,,
1560,757,aghe,1,3,9.6,1.7,0.08028,,,,1,25-Apr-17,,,,,
1561,757,aghe,2,1,11.5,1.8,0.06633,,,,1,25-Apr-17,,,,,
1562,757,aghe,2,2,9.8,0.7,0.08895,,,,1,25-Apr-17,,,,,
1563,757,aghe,2,3,11.4,1.5,0.06508,,,,1,25-Apr-17,,,,,
1564,757,aghe,3,1,13.6,1.3,0.11782,,,,1,25-Apr-17,,,,,
1565,757,aghe,3,2,15.5,1.5,0.14347,,,,1,25-Apr-17,,,,,
1566,757,aghe,3,3,14.6,2.1,0.17082,,,,1,25-Apr-17,,,,,
1567,757,aghe,4,1,7.7,0.7,0.02881,,,,1,25-Apr-17,,,,,
1568,757,aghe,4,2,8.5,0.8,0.03985,,,,1,25-Apr-17,,,,,
1569,757,aghe,4,3,7.6,0.4,0.02859,,,,1,25-Apr-17,,,,,
1570,757,aghe,5,1,10.3,1,0.0411,,,,1,25-Apr-17,,,,,
1571,757,aghe,5,2,7.5,0.5,0.03009,,,,1,25-Apr-17,,,,,
1572,757,aghe,5,3,7.2,1.4,0.03224,,,,1,25-Apr-17,,,,,
1573,757,lowr,1,1,1.8,1,0.05949,0.00364,0.01031,0.00065,1,25-Apr-17,,,,,
1574,757,lowr,1,2,1.3,1.2,0.04378,0.00268,0.00749,0.00047,1,25-Apr-17,,,,,
1575,757,lowr,1,3,1.3,1,0.05618,0.00192,0.00995,0.00029,1,25-Apr-17,,,,,
1576,757,lowr,2,1,1.9,1.5,0.06846,0.00328,0.01055,0.00055,1,25-Apr-17,,,,,
1577,757,lowr,2,2,1.4,1,0.03225,0.00142,0.00654,0.00015,1,25-Apr-17,,,,,
1578,757,lowr,2,3,1.5,1.3,0.08912,0.00472,0.01386,0.00088,1,25-Apr-17,,,,,
1579,757,lowr,3,1,1.8,1,0.0405,0.00271,0.00639,0.00041,1,25-Apr-17,,,,,
1580,757,lowr,3,2,2,1.3,0.07736,0.00426,0.01212,0.00072,1,25-Apr-17,,,,,
1581,757,lowr,3,3,1.5,1.2,0.03423,0.00232,0.00555,0.00033,1,25-Apr-17,,,,,
1582,757,lowr,4,1,1.5,1.3,0.04881,0.00214,0.0074,0.00029,1,25-Apr-17,,,,,
1583,757,lowr,4,2,1.5,1.1,0.04176,0.00267,0.00669,0.0005,1,25-Apr-17,,,,,
1584,757,lowr,4,3,1.7,1,0.05866,0.00391,0.00967,0.00071,1,25-Apr-17,,,,,
1585,757,mepo,1,1,1.9,1.3,0.01666,0.00369,,,1,25-Apr-17,,,,,
1586,757,mepo,1,2,1.5,1.3,0.01692,0.00206,,,1,25-Apr-17,,,,,
1587,757,mepo,1,3,1.3,1.2,0.01362,0.00156,,,1,25-Apr-17,,,,,
1588,757,vuma,1,1,2.8,0.1,0.00568,,0.00153,,1,25-Apr-17,,,,,
1589,757,vuma,1,2,3.3,0.1,0.00631,,0.00203,,1,25-Apr-17,,,,,
1590,757,vuma,1,3,3.2,0.1,0.00492,,0.00162,,1,25-Apr-17,,,,,
1591,757,vuma,2,1,7.2,0.2,0.02248,,0.00698,,1,25-Apr-17,"leaf curling, double for leaf area",,,,
1592,757,vuma,2,2,6.7,0.2,0.02129,,0.00752,,1,25-Apr-17,,,,,
1593,757,vuma,2,3,2.9,0.1,0.00949,,0.00161,,1,25-Apr-17,,,,,
1594,757,vuma,3,1,3.5,0.1,0.00667,,0.00215,,1,25-Apr-17,,,,,
1595,757,vuma,3,2,3.1,0.1,0.00457,,0.00127,,1,25-Apr-17,,,,,
1596,757,vuma,3,3,2.7,0.1,0.0044,,0.00147,,1,25-Apr-17,,,,,
1597,757,vuma,4,1,1.6,0.2,0.01011,,0.00311,,1,25-Apr-17,check for leaf curl,,,,
1598,757,vuma,4,2,4,0.2,0.01452,,0.00456,,1,25-Apr-17,,,,,
1599,757,vuma,4,3,3.3,0.1,0.00658,,0.00186,,1,25-Apr-17,,,,,
1600,757,vuma,5,1,4.7,0.2,0.01438,,0.00452,,1,25-Apr-17,,,,,
1601,757,vuma,5,2,3.2,0.1,0.00649,,0.00193,,1,25-Apr-17,,,,,
1602,757,vuma,5,3,6.5,0.2,0.02237,,0.00789,,1,25-Apr-17,,,,,
1603,757,laca,1,1,2.1,0.2,0.01486,,,,1,25-Apr-17,,,,,
1604,757,laca,1,2,1.9,0.2,0.01348,,,,1,25-Apr-17,,,,,
1605,757,laca,1,3,1.7,0.2,0.01018,,,,1,25-Apr-17,,,,,
1606,757,laca,2,1,2.2,0.4,0.01826,,,,1,25-Apr-17,,,,,
1607,757,laca,2,2,1.8,0.3,0.01013,,,,1,25-Apr-17,,,,,
1608,757,laca,2,3,1.7,0.3,0.01078,,,,1,25-Apr-17,,,,,
1609,757,laca,3,1,2,0.2,0.0158,,,,1,25-Apr-17,,,,,
1610,757,laca,3,2,2,0.3,0.01533,,,,1,25-Apr-17,,,,,
1611,757,laca,3,3,1.6,0.2,0.01158,,,,1,25-Apr-17,,,,,
1612,757,laca,4,1,1.3,0.2,0.00725,,,,1,25-Apr-17,,,,,
1613,757,laca,4,2,2,0.2,0.01147,,,,1,25-Apr-17,,,,,
1614,757,laca,4,3,1,0.2,0.00403,,,,1,25-Apr-17,,,,,
1615,757,laca,5,1,1.6,0.3,0.01154,,,,1,25-Apr-17,,,,,
1616,757,laca,5,2,1.9,0.5,0.02409,,,,1,25-Apr-17,,,,,
1617,757,laca,5,3,0.8,0.2,0.00581,,,,1,25-Apr-17,,,,,
1618,757,saco,1,1,2.7,1.8,0.08952,0.02835,,,1,25-Apr-17,,,,,
1619,757,saco,1,2,3,1.9,0.10928,0.03511,,,1,25-Apr-17,,,,,
1620,757,saco,1,3,2.8,1.6,0.08831,0.0273,,,1,25-Apr-17,,,,,
1621,757,saco,2,1,6.4,4.3,0.46033,0.16776,,,1,25-Apr-17,,,,,
1622,757,saco,2,2,3.5,1.9,0.09945,0.09945,,,1,25-Apr-17,,,,,
1623,757,saco,2,3,4.6,2.5,0.17255,0.05876,,,1,25-Apr-17,,,,,
1624,757,saco,3,1,3.5,2.5,0.15078,0.02505,,,1,25-Apr-17,,,,,
1625,757,saco,3,2,2.2,1.2,0.04853,0.00582,,,1,25-Apr-17,,,,,
1626,757,saco,3,3,2.9,1.7,0.08272,0.02053,,,1,25-Apr-17,,,,,
1627,757,saco,4,1,2.5,1.5,0.10444,0.02922,,,1,25-Apr-17,,,,,
1628,757,saco,4,2,2.5,1.8,0.11566,0.0364,,,1,25-Apr-17,,,,,
1629,757,saco,4,3,1.7,0.8,0.03846,0.00184,,,1,25-Apr-17,,,,,
1630,757,saco,5,1,2.3,1.6,0.08098,0.01709,,,1,25-Apr-17,,,,,
1631,757,saco,5,2,2.7,1.5,0.08542,0.01563,,,1,25-Apr-17,,,,,
1632,757,saco,5,3,1.8,1,0.03936,0.00795,,,1,25-Apr-17,,,,,
1633,757,chgl,1,1,3.3,0.8,0.06201,,0.00518,0.00193,1,25-Apr-17,,,,,
1634,757,chgl,1,2,2.2,0.9,0.03872,,0.00458,0.00789,1,25-Apr-17,,,,,
1635,757,chgl,1,3,2.5,0.7,0.04203,,0.00451,0.00518,1,25-Apr-17,,,,,
1636,757,chgl,2,1,1.8,0.3,0.01934,,0.0022,NA,1,25-Apr-17,,,,,
1637,757,chgl,2,2,1.8,0.2,0.01702,,0.00216,NA,1,25-Apr-17,,,,,
1638,757,chgl,2,3,1.6,0.3,0.01414,,0.00167,NA,1,25-Apr-17,,,,,
1639,757,chgl,3,1,2.7,0.9,0.04723,,0.00664,0.00138,1,25-Apr-17,,,,,
1640,757,chgl,3,2,2.3,0.9,0.03669,,0.00378,0.00191,1,25-Apr-17,,,,,
1641,757,chgl,3,3,2.3,0.5,0.03127,,0.00498,0.00082,1,25-Apr-17,,,,,
1642,757,pler,1,1,6.4,0.4,0.05389,,,,1,25-Apr-17,,,,,
1643,757,pler,1,2,6.1,0.4,0.03802,,,,1,25-Apr-17,,,,,
1644,757,pler,1,3,6,0.2,0.02399,,,,1,25-Apr-17,,,,,
1645,757,pler,2,1,6.2,0.4,0.05443,,,,1,25-Apr-17,,,,,
1646,757,pler,2,2,6.2,0.4,0.04214,,,,1,25-Apr-17,,,,,
1647,757,pler,2,3,5.7,0.3,0.02836,,,,1,25-Apr-17,,,,,
1648,757,pler,3,1,8.5,0.4,0.06568,,,,1,25-Apr-17,,,,,
1649,757,pler,3,2,8.7,0.4,0.05613,,,,1,25-Apr-17,,,,,
1650,757,pler,3,3,5.4,0.2,0.02247,,,,1,25-Apr-17,,,,,
1651,757,pler,4,1,7.6,0.4,0.09561,,,,1,25-Apr-17,,,,,
1652,757,pler,4,2,7.6,0.4,0.0544,,,,1,25-Apr-17,,,,,
1653,757,pler,4,3,6.7,0.4,0.03731,,,,1,25-Apr-17,,,,,
1654,757,pler,5,1,8.6,0.4,0.08626,,,,1,25-Apr-17,,,,,
1655,757,pler,5,2,6.3,0.3,0.02619,,,,1,25-Apr-17,,,,,
1656,757,pler,5,3,6,0.3,0.02342,,,,1,25-Apr-17,,,,,
1657,760,mepo,5,1,1.5,2,0.04358,0.00663,0.01077,0.00171,1,26-Apr-17,using only ��_��__?��_��__ of plant,,,,
1658,760,mepo,5,2,2,2.6,0.05517,0.00537,0.01523,0.00147,1,26-Apr-17,,,,,
1659,760,mepo,5,3,1.8,2.4,0.03935,0.00463,0.011,0.00122,1,26-Apr-17,,,,,
1660,760,mepo,4,1,2.2,1.6,0.03271,0.00452,0.0109,0.00087,1,26-Apr-17,using only ��_��__?��_��__ of plant,,,,
1661,760,mepo,4,2,1.2,1.7,0.01673,0.0024,0.00545,0.00068,1,26-Apr-17,,,,,
1662,760,mepo,4,3,1.5,2.2,0.03706,0.00412,0.01104,0.00126,1,26-Apr-17,,,,,
1663,760,mepo,3,1,1.8,2.6,0.04391,0.00476,0.0123,0.0012,1,26-Apr-17,using only ��_��__?��_��__ of plant,,,,
1664,760,mepo,3,2,1.5,2.2,0.04137,0.00814,0.01173,0.00177,1,26-Apr-17,,,,,
1665,760,mepo,3,3,1.8,2.6,0.04453,0.00457,0.0123,0.00123,1,26-Apr-17,,,,,
1666,760,mepo,2,1,2,2.4,0.03581,0.00388,0.01034,0.0009,1,26-Apr-17,using only ��_��__?��_��__ of plant,,,,
1667,760,mepo,2,2,1.5,2.2,0.03325,0.00356,0.01017,0.001,1,26-Apr-17,,,,,
1668,760,mepo,2,3,1,1.2,0.01284,0.00242,0.00344,0.00043,1,26-Apr-17,,,,,
1669,760,mepo,1,1,1.3,2,0.03916,0.00506,0.01158,0.00044,1,26-Apr-17,using only 1/5 of plant,,,,
1670,760,mepo,1,2,1.7,2.4,0.05183,0.00585,0.01309,0.00132,1,26-Apr-17,,,,,
1671,760,mepo,1,3,1.2,1.8,0.02548,0.00508,0.00759,0.00108,1,26-Apr-17,,,,,
1672,760,homu,1,1,2.6,0.4,0.01097,,0.00351,,1,26-Apr-17,,,,,
1673,760,homu,1,2,2.6,0.4,0.0107,,0.00324,,1,26-Apr-17,,,,,
1674,760,homu,1,3,2.4,0.4,0.00997,,0.0032,,1,26-Apr-17,,,,,
1675,760,homu,2,1,2.6,0.4,0.01085,,0.00344,,1,26-Apr-17,,,,,
1676,760,homu,2,2,3,0.5,0.01469,,0.00446,,1,26-Apr-17,,,,,
1677,760,homu,2,3,2,0.4,0.00794,,0.00278,,1,26-Apr-17,,,,,
1678,760,homu,3,1,2.9,0.4,0.01136,,0.00353,,1,26-Apr-17,,,,,
1679,760,homu,3,2,3.2,0.4,0.01273,,0.00362,,1,26-Apr-17,,,,,
1680,760,homu,3,3,2.5,0.4,0.00885,,0.00278,,1,26-Apr-17,,,,,
1681,760,homu,4,1,2.9,0.4,0.01132,,0.00352,,1,26-Apr-17,,,,,
1682,760,homu,4,2,4.2,0.4,0.01882,,0.00587,,1,26-Apr-17,,,,,
1683,760,homu,4,3,3,0.4,0.01181,,0.0037,,1,26-Apr-17,,,,,
1684,760,homu,5,1,3.5,0.4,0.01646,,0.00418,,1,26-Apr-17,,,,,
1685,760,homu,5,2,4.3,0.4,0.01557,,0.00492,,1,26-Apr-17,,,,,
1686,760,homu,5,3,5.8,0.4,0.02209,,0.00645,,1,26-Apr-17,,,,,
1687,760,eupe,1,1,1,0.6,0.00637,,,,1,26-Apr-17,,,,,
1688,760,eupe,1,2,0.9,0.6,0.00594,,,,1,26-Apr-17,,,,,
1689,760,eupe,1,3,0.7,0.6,0.00484,,,,1,26-Apr-17,,,,,
1690,760,eupe,2,1,1.4,0.6,0.01011,,,,1,26-Apr-17,,,,,
1691,760,eupe,2,2,0.9,0.6,0.00518,,,,1,26-Apr-17,,,,,
1692,760,eupe,2,3,1,0.6,0.00546,,,,1,26-Apr-17,,,,,
1693,760,mica,1,1,1.5,0.4,0.00449,,,,1,26-Apr-17,,,,,
1694,760,mica,1,2,1.4,0.4,0.00442,,,,1,26-Apr-17,,,,,
1695,760,mica,1,3,1.4,0.3,0.00446,,,,1,26-Apr-17,,,,,
1696,760,mica,2,1,1.1,0.3,0.00332,,,,1,26-Apr-17,,,,,
1697,760,mica,2,2,1.1,0.3,0.00302,,,,1,26-Apr-17,,,,,
1698,760,mica,2,3,1.2,0.3,0.00337,,,,1,26-Apr-17,,,,,
1699,760,vuma,1,1,3.2,0.2,0.00528,,0.00178,,1,26-Apr-17,"leaf curling, double area ",,,,
1700,760,vuma,1,2,2.9,0.2,0.00597,,0.00197,,1,26-Apr-17,"leaf curling, double area ",,,,
1701,760,vuma,1,3,3.5,0.2,0.00958,,0.0031,,1,26-Apr-17,,,,,
1702,760,vuma,2,1,4.8,0.2,0.01189,,0.00424,,1,26-Apr-17,,,,,
1703,760,vuma,2,2,4.3,0.3,0.1096,,0.00408,,1,26-Apr-17,,,,,
1704,760,vuma,2,3,4.3,0.2,0.01048,,0.00377,,1,26-Apr-17,,,,,
1705,760,vuma,3,1,3.7,0.2,0.00741,,0.00241,,1,26-Apr-17,,,,,
1706,760,vuma,3,2,4.5,0.3,0.01093,,0.00378,,1,26-Apr-17,,,,,
1707,760,vuma,3,3,4.9,0.2,0.01063,,0.0036,,1,26-Apr-17,,,,,
1708,760,aghe,1,1,7.2,0.3,0.02328,,,,1,26-Apr-17,,,,,
1709,760,aghe,1,2,6.5,0.3,0.01741,,,,1,26-Apr-17,,,,,
1710,760,aghe,1,3,9.3,0.3,0.07162,,,,1,26-Apr-17,,,,,
1711,760,aghe,2,1,8.5,0.4,0.04298,,,,1,26-Apr-17,,,,,
1712,760,aghe,2,2,9,0.4,0.03417,,,,1,26-Apr-17,,,,,
1713,760,aghe,2,3,8.2,0.4,0.02702,,,,1,26-Apr-17,,,,,
1714,760,aghe,3,1,6,0.4,0.02699,,,,1,26-Apr-17,,,,,
1715,760,aghe,3,2,9.2,0.5,0.05061,,,,1,26-Apr-17,,,,,
1716,760,aghe,3,3,9.5,0.4,0.05258,,,,1,26-Apr-17,,,,,
1717,753,mepo,1,1,1.2,1.5,0.01739,0.00141,0.00481,0.00041,1,27-Apr-17,,,,,
1718,753,mepo,1,2,1.1,1.5,0.0169,0.00214,0.00446,0.00054,1,27-Apr-17,,,,,
1719,753,mepo,1,3,1,1.4,0.01708,0.0033,0.00484,0.00085,1,27-Apr-17,,,,,
1720,753,mepo,2,1,1.2,1.7,0.01512,0.00253,0.00534,,1,27-Apr-17,,,,,
1721,753,mepo,2,2,1.2,1.7,0.01776,0.0023,0.00605,,1,27-Apr-17,,,,,
1722,753,mepo,2,3,1.2,2,0.02702,0.00303,0.00786,,1,27-Apr-17,,,,,
1723,753,mica,1,1,0.9,0.2,0.00147,,0.00031,,1,27-Apr-17,,,,,
1724,753,mica,1,2,0.8,0.2,0.00128,,0.00041,,1,27-Apr-17,,,,,
1725,753,mica,1,3,0.9,0.2,0.00144,,0.00043,,1,27-Apr-17,,,,,
1726,753,aghe,1,1,8.4,1.2,0.04614,,0.00817,,1,27-Apr-17,,,,,
1727,753,aghe,1,2,9.5,1,0.05949,,0.00978,,1,27-Apr-17,,,,,
1728,753,aghe,1,3,10.4,2.5,0.07345,,0.01213,,1,27-Apr-17,,,,,
1729,754,mepo,1,1,1.5,1.9,0.02994,0.00418,0.00765,,1,27-Apr-17,using only 1/3 of plant,,,,
1730,754,mepo,1,2,1.4,1.7,0.02519,0.00405,0.00699,,1,27-Apr-17,,,,,
1731,754,mepo,1,3,1.5,2,0.02581,0.00361,0.00741,,1,27-Apr-17,,,,,
1732,754,mepo,2,1,1.1,1.5,0.0162,0.00272,0.00481,,1,27-Apr-17,,,,,
1733,754,mepo,2,2,1.2,1.6,0.01515,0.00159,0.00438,,1,27-Apr-17,,,,,
1734,754,mepo,2,3,1.1,1.2,0.01004,0.00219,0.00263,,1,27-Apr-17,,,,,
1735,754,mepo,3,1,1.5,2,0.0272,0.004,0.00789,,1,27-Apr-17,,,,,
1736,754,mepo,3,2,1.1,1.6,0.01589,0.00153,0.00474,,1,27-Apr-17,,,,,
1737,754,mepo,3,3,1.2,1.8,0.02038,0.00273,0.00597,,1,27-Apr-17,,,,,
1738,754,mepo,4,1,1.1,1.7,0.02211,0.00435,0.00636,,1,27-Apr-17,using only ��_��__?��_��__ of plant,,,,
1739,754,mepo,4,2,1.1,2,0.02142,0.00342,0.00739,,1,27-Apr-17,,,,,
1740,754,mepo,4,3,1.5,2.2,0.03173,0.00419,0.00932,,1,27-Apr-17,,,,,
1741,754,mepo,5,1,1.2,1.8,0.0248,0.00334,0.00574,,1,27-Apr-17,,,,,
1742,754,mepo,5,2,1.2,1.8,0.02081,0.00399,0.00579,,1,27-Apr-17,,,,,
1743,754,mepo,5,3,1.4,1.9,0.02086,0.00334,0.00636,,1,27-Apr-17,,,,,
1744,753,eupe,1,1,1.3,0.9,0.01033,,0.00256,,1,27-Apr-17,,,,,
1745,753,eupe,1,2,1.4,1,0.0131,,0.00355,,1,27-Apr-17,,,,,
1746,753,eupe,1,3,1.6,0.7,0.01364,,0.00337,,1,27-Apr-17,,,,,
1747,753,eupe,2,1,1.3,0.9,0.01114,,0.00305,,1,27-Apr-17,,,,,
1748,753,eupe,2,2,1.4,0.9,0.01357,,0.00378,,1,27-Apr-17,,,,,
1749,753,eupe,2,3,1.4,0.6,0.00844,,0.00222,,1,27-Apr-17,,,,,
1750,753,eupe,3,1,1.3,0.6,0.00864,,0.00239,,1,27-Apr-17,,,,,
1751,753,eupe,3,2,1.3,0.8,0.01073,,0.00264,,1,27-Apr-17,,,,,
1752,753,eupe,3,3,1.3,0.7,0.00884,,0.00233,,1,27-Apr-17,,,,,
1753,753,eupe,4,1,1.3,0.7,0.01054,,0.00247,,1,27-Apr-17,using only ��_��__?��_��__ of plant,,,,
1754,753,eupe,4,2,1,0.5,0.0083,,0.00193,,1,27-Apr-17,,,,,
1755,753,eupe,4,3,1.5,0.6,0.0114,,0.00271,,1,27-Apr-17,,,,,
1756,753,eupe,5,1,1,0.5,0.00519,,0.00132,,1,27-Apr-17,,,,,
1757,753,eupe,5,2,1,0.8,0.00839,,0.00245,,1,27-Apr-17,,,,,
1758,753,eupe,5,3,1,0.4,0.00427,,0.00119,,1,27-Apr-17,,,,,
1759,742,eupe,1,1,1.7,0.6,0.01106,,0.00345,,1,27-Apr-17,using only ��_��__?��_��__ of plant,,,,
1760,742,eupe,1,2,1.7,0.6,0.00917,,0.00266,,1,27-Apr-17,,,,,
1761,742,eupe,1,3,1.6,0.6,0.00956,,0.00305,,1,27-Apr-17,,,,,
1762,742,eupe,2,1,1.4,0.6,0.00735,,0.00203,,1,27-Apr-17,using only ��_��__?��_��__ of plant,,,,
1763,742,eupe,2,2,0.9,0.5,0.00467,,0.00153,,1,27-Apr-17,,,,,
1764,742,eupe,2,3,0.8,0.5,0.00336,,0.00115,,1,27-Apr-17,,,,,
1765,742,eupe,3,1,1.1,0.5,0.00531,,0.00167,,1,27-Apr-17,,,,,
1766,742,eupe,3,2,1.3,0.5,0.00563,,0.00169,,1,27-Apr-17,,,,,
1767,742,eupe,3,3,1.2,0.5,0.00581,,0.0019,,1,27-Apr-17,,,,,
1768,742,eupe,4,1,1.7,0.7,0.01379,,0.00394,,1,27-Apr-17,using only ��_��__?��_��__ of plant,,,,
1769,742,eupe,4,2,0.9,0.6,0.00597,,0.00193,,1,27-Apr-17,,,,,
1770,742,eupe,4,3,0.8,0.7,0.00486,,0.00171,,1,27-Apr-17,,,,,
1771,742,eupe,5,1,0.8,0.4,0.00275,,0.00079,,1,27-Apr-17,,,,,
1772,742,eupe,5,2,0.7,0.6,0.00453,,0.00138,,1,27-Apr-17,,,,,
1773,742,eupe,5,3,0.8,0.4,0.00294,,0.0009,,1,27-Apr-17,,,,,
1774,741,lowr,1,1,1.6,1.4,0.03397,0.00132,0.00499,0.00022,1,27-Apr-17,using only ��_��__?��_��__ of plant,,,,
1775,741,lowr,1,2,1.5,1.2,0.03634,0.00234,0.00571,0.0004,1,27-Apr-17,,,,,
1776,741,lowr,1,3,1.3,1.2,0.02339,0.00148,0.00377,0.00028,1,27-Apr-17,,,,,
1777,741,lowr,2,1,1.4,0.9,0.03189,0.00178,0.00514,0.00038,1,27-Apr-17,using only ��_��__?��_��__ of plant,,,,
1778,741,lowr,2,2,1.4,0.8,0.03436,0.00222,0.00525,0.0004,1,27-Apr-17,,,,,
1779,741,lowr,2,3,1.3,1.1,0.02121,0.00106,0.00362,NA,1,27-Apr-17,,,,,
1780,741,lowr,3,1,1.5,1,0.0193,0.02252,0.00301,0.00031,1,27-Apr-17,,,,,
1781,741,lowr,3,2,1.2,1.3,0.02438,0.00102,0.00327,0.00025,1,27-Apr-17,,,,,
1782,741,lowr,3,3,1.2,0.9,0.01545,0.00107,0.00229,0.00023,1,27-Apr-17,,,,,
1783,741,lowr,4,1,1.2,1.2,0.01713,0.00232,0.00235,0.00018,1,27-Apr-17,using only ��_��__?��_��__ of plant,,,,
1784,741,lowr,4,2,1.6,1.4,0.09938,0.00639,0.01306,0.00078,1,27-Apr-17,,,,,
1785,741,lowr,4,3,1.1,1,0.01692,0.00185,0.00177,0.00015,1,27-Apr-17,using only 1/5 of plant,,,,
1786,741,lowr,5,1,1.6,1.2,0.04347,0.0029,0.00608,0.00031,1,27-Apr-17,,,,,
1787,741,lowr,5,2,1.8,1.3,0.06974,0.0044,0.01031,0.00075,1,27-Apr-17,,,,,
1788,741,lowr,5,3,1.8,1.3,0.04928,0.00274,0.00751,0.00035,1,27-Apr-17,,,,,
1789,743,eupe,1,1,1.3,0.6,0.00934,,0.00294,,1,27-Apr-17,,,,,
1790,743,eupe,1,2,1.5,0.7,0.00941,,0.00285,,1,27-Apr-17,,,,,
1791,743,eupe,1,3,1.3,0.6,0.00633,,0.00201,,1,27-Apr-17,,,,,
1792,743,eupe,2,1,1,0.6,0.00692,,0.0021,,1,27-Apr-17,,,,,
1793,743,eupe,2,2,1,0.8,0.00737,,0.00235,,1,27-Apr-17,,,,,
1794,743,eupe,2,3,1.8,0.9,0.00896,,0.0029,,1,27-Apr-17,,,,,
1795,743,eupe,3,1,1.3,0.5,0.00613,,0.00193,,1,27-Apr-17,,,,,
1796,743,eupe,3,2,1.3,0.3,0.00671,,0.00201,,1,27-Apr-17,,,,,
1797,743,eupe,3,3,0.8,0.7,0.00524,,0.00185,,1,27-Apr-17,,,,,
1798,743,eupe,4,1,0.9,0.4,0.00315,,0.00096,,1,27-Apr-17,,,,,
1799,743,eupe,4,2,0.8,0.5,0.0026,,0.00082,,1,27-Apr-17,,,,,
1800,743,eupe,4,3,0.8,0.4,0.00314,,0.00098,,1,27-Apr-17,,,,,
1801,743,saco,1,1,2,1.3,0.04996,0.00467,0.01158,,1,27-Apr-17,,,,,
1802,743,saco,1,2,1.9,1.3,0.047322,0.00858,0.01212,,1,27-Apr-17,,,,,
1803,743,saco,1,3,1.8,1.1,0.03537,0.00415,0.00903,,1,27-Apr-17,,,,,
1804,743,lowr,1,1,1.3,1,0.0303,0.00252,0.00586,,1,27-Apr-17,,,,,
1805,743,lowr,1,2,1.2,1,0.02556,0.00204,0.00525,,1,27-Apr-17,,,,,
1806,743,lowr,1,3,1.6,1.4,0.0286,NA,0.00523,,1,27-Apr-17,,,,,
1807,743,lowr,2,1,1.3,1.2,0.02719,0.00207,0.00545,,1,27-Apr-17,,,,,
1808,743,lowr,2,2,1.4,1,0.01964,0.00131,0.00412,,1,27-Apr-17,,,,,
1809,743,lowr,2,3,1,1,0.0119,0.00101,0.00241,,1,27-Apr-17,lost petiole,,,,
1810,743,lowr,3,1,1.3,1,0.03789,0.00192,0.00737,,1,27-Apr-17,,,,,
1811,743,lowr,3,2,1.4,1,0.03613,0.00193,0.00745,,1,27-Apr-17,,,,,
1812,743,lowr,3,3,1.3,1,0.03838,0.00239,0.00785,,1,27-Apr-17,,,,,
1813,753,amme,1,1,2.5,0.6,0.03602,,0.00632,,1,27-Apr-17,,,,,
1814,753,amme,1,2,2.8,0.6,0.0755,,0.01398,,1,27-Apr-17,,,,,
1815,753,amme,1,3,2.2,0.6,0.03778,,0.00628,,1,27-Apr-17,,,,,
1816,753,amme,2,1,2,0.06,0.02218,,0.00378,,1,27-Apr-17,,,,,
1817,753,amme,2,2,1.4,0.5,0.01601,,0.00278,,1,27-Apr-17,,,,,
1818,753,amme,2,3,,,,,0.00239,,1,27-Apr-17,,,,,
1819,comp,vuma,1,1,5.4,0.2,0.01239,,0.0052,,1,2-May-17,,39,10,4,
1820,comp,vuma,1,2,4,0.1,0.00732,,0.00332,,1,2-May-17,,,,,
1821,comp,vuma,1,3,3,0.2,0.00917,,0.00458,,1,2-May-17,,,,,
1822,comp,homu,1,1,3.3,0.4,0.01469,,0.00379,,1,2-May-17,,19,13,13,
1823,comp,homu,1,2,3.4,0.4,0.01282,,0.00364,,1,2-May-17,,,,,
1824,comp,homu,1,3,3,0.4,0.01108,,0.00285,,1,2-May-17,,,,,
